,10,100,102,108,113,118,128,131,134,135,136,138,139,143,146,149,150,151,152,154,155,16,162,172,176,177,28,29,36,38,39,41,42,43,45,54,56,57,59,61,63,70,71,77,79,83,87,88,93,97,99,ADLL,ADLR,AFDL,AFDR,AINL,AIYL,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASJL,ASKL,AUAL,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVHL,AWAL,AWBL,AWCL,AWCR,BAGL,BAGR,CEPDL,FLPL,GLRL,GLRVL,I2R,I5,IL1DL,IL1DR,IL1R,IL1VR,M3L,M3R,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,RIAL,RIAR,RIBL,RIBR,RICL,RICR,RID,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMHL,RMHR,SAAVL,SIBDL,SMBDL,SMDDL,SMDDR,SMDVL,SMDVR,URYDL,URYDR,URYVL,URYVR
1,29442.2731,10623.64484,10447.82874,12488.86346,10193.8564,9608.631421,10648.81041,14285.79276,6732.989663,6625.881637,9032.243873,8084.054792,8570.359486,10397.9338,11194.2481,0,0,0,0,0,0,22763.27658,0,0,0,0,58438.94705,77611.92415,35482.41602,36414.99402,37778.33655,19587.82851,39246.79757,14877.22916,32375.29839,27789.28939,16041.6173,17809.36099,38684.08003,23069.47711,42041.78759,27072.34716,25335.05761,12682.32833,11261.34204,13203.06853,10695.99172,19877.805,13905.39334,19424.21375,16450.43296,19371.3706,9592.660105,46060.75611,0,26206.99564,25198.33008,24416.41448,0,25909.41153,0,32421.52325,9903.826406,0,68689.06612,3865.240567,39537.90264,47680.96464,11074.12605,20139.82587,9233.422547,28429.07708,10347.83541,33233.42754,0,0,14676.64597,49036.63746,0,57595.92749,18666.93799,0,15663.0134,0,14226.03363,20367.76738,30288.35396,28389.37768,16636.9035,0,15947.03364,0,19586.05197,0,10983.54772,25460.89091,10597.88117,26151.49888,21381.75678,60326.94272,27673.68243,0,0,0,15216.84471,13657.37644,23101.15341,19951.74483,31933.30736,14049.08951,39436.06848,15100.77499,24181.41754,16665.40431,0,4161.101497,15782.31649,17443.60997,12885.08736,30107.4225,0,49124.06881,9497.601425,30337.35378,13334.47013
2,29442.2731,10623.64484,10447.82874,12488.86346,10193.8564,9608.631421,10648.81041,14285.79276,6732.989663,6625.881637,9032.243873,8084.054792,8570.359486,10397.9338,11194.2481,0,0,0,0,0,0,22763.27658,0,0,0,0,58438.94705,77611.92415,35482.41602,36414.99402,37778.33655,19587.82851,39246.79757,14877.22916,32375.29839,27789.28939,16041.6173,17809.36099,38684.08003,23069.47711,42041.78759,27072.34716,25335.05761,12682.32833,11261.34204,13203.06853,10695.99172,19877.805,13905.39334,19424.21375,16450.43296,19371.3706,9592.660105,46060.75611,0,26206.99564,25198.33008,24416.41448,0,25909.41153,0,32421.52325,9903.826406,0,68689.06612,3865.240567,39537.90264,47680.96464,11074.12605,20139.82587,9233.422547,28429.07708,10347.83541,33233.42754,0,0,14676.64597,49036.63746,0,57595.92749,18666.93799,0,15663.0134,0,14226.03363,20367.76738,30288.35396,28389.37768,16636.9035,0,15947.03364,0,19586.05197,0,10983.54772,25460.89091,10597.88117,26151.49888,21381.75678,60326.94272,27673.68243,0,0,0,15216.84471,13657.37644,23101.15341,19951.74483,31933.30736,14049.08951,39436.06848,15100.77499,24181.41754,16665.40431,0,4161.101497,15782.31649,17443.60997,12885.08736,30107.4225,0,49124.06881,9497.601425,30337.35378,13334.47013
3,29442.2731,10623.64484,10447.82874,12488.86346,10193.8564,9608.631421,10648.81041,14285.79276,6732.989663,6625.881637,9032.243873,8084.054792,8570.359486,10397.9338,11194.2481,0,0,0,0,0,0,22763.27658,0,0,0,0,58438.94705,77611.92415,35482.41602,36414.99402,37778.33655,19587.82851,39246.79757,14877.22916,32375.29839,27789.28939,16041.6173,17809.36099,38684.08003,23069.47711,42041.78759,27072.34716,25335.05761,12682.32833,11261.34204,13203.06853,10695.99172,19877.805,13905.39334,19424.21375,16450.43296,19371.3706,9592.660105,46060.75611,0,26206.99564,25198.33008,24416.41448,0,25909.41153,0,32421.52325,9903.826406,0,68689.06612,3865.240567,39537.90264,47680.96464,11074.12605,20139.82587,9233.422547,28429.07708,10347.83541,33233.42754,0,0,14676.64597,49036.63746,0,57595.92749,18666.93799,0,15663.0134,0,14226.03363,20367.76738,30288.35396,28389.37768,16636.9035,0,15947.03364,0,19586.05197,0,10983.54772,25460.89091,10597.88117,26151.49888,21381.75678,60326.94272,27673.68243,0,0,0,15216.84471,13657.37644,23101.15341,19951.74483,31933.30736,14049.08951,39436.06848,15100.77499,24181.41754,16665.40431,0,4161.101497,15782.31649,17443.60997,12885.08736,30107.4225,0,49124.06881,9497.601425,30337.35378,13334.47013
4,29442.2731,10623.64484,10447.82874,12488.86346,10193.8564,9608.631421,10648.81041,14285.79276,6732.989663,6625.881637,9032.243873,8084.054792,8570.359486,10397.9338,11194.2481,0,0,0,0,0,0,22763.27658,0,0,0,0,58438.94705,77611.92415,35482.41602,36414.99402,37778.33655,19587.82851,39246.79757,14877.22916,32375.29839,27789.28939,16041.6173,17809.36099,38684.08003,23069.47711,42041.78759,27072.34716,25335.05761,12682.32833,11261.34204,13203.06853,10695.99172,19877.805,13905.39334,19424.21375,16450.43296,19371.3706,9592.660105,46060.75611,0,26206.99564,25198.33008,24416.41448,0,25909.41153,0,32421.52325,9903.826406,0,68689.06612,3865.240567,39537.90264,47680.96464,11074.12605,20139.82587,9233.422547,28429.07708,10347.83541,33233.42754,0,0,14676.64597,49036.63746,0,57595.92749,18666.93799,0,15663.0134,0,14226.03363,20367.76738,30288.35396,28389.37768,16636.9035,0,15947.03364,0,19586.05197,0,10983.54772,25460.89091,10597.88117,26151.49888,21381.75678,60326.94272,27673.68243,0,0,0,15216.84471,13657.37644,23101.15341,19951.74483,31933.30736,14049.08951,39436.06848,15100.77499,24181.41754,16665.40431,0,4161.101497,15782.31649,17443.60997,12885.08736,30107.4225,0,49124.06881,9497.601425,30337.35378,13334.47013
5,29442.2731,10623.64484,10447.82874,12488.86346,10193.8564,9608.631421,10648.81041,14285.79276,6732.989663,6625.881637,9032.243873,8084.054792,8570.359486,10397.9338,11194.2481,0,0,0,0,0,0,22763.27658,0,0,0,0,58438.94705,77611.92415,35482.41602,36414.99402,37778.33655,19587.82851,39246.79757,14877.22916,32375.29839,27789.28939,16041.6173,17809.36099,38684.08003,23069.47711,42041.78759,27072.34716,25335.05761,12682.32833,11261.34204,13203.06853,10695.99172,19877.805,13905.39334,19424.21375,16450.43296,19371.3706,9592.660105,46060.75611,0,26206.99564,25198.33008,24416.41448,0,25909.41153,0,32421.52325,9903.826406,0,68689.06612,3865.240567,39537.90264,47680.96464,11074.12605,20139.82587,9233.422547,28429.07708,10347.83541,33233.42754,0,0,14676.64597,49036.63746,0,57595.92749,18666.93799,0,15663.0134,0,14226.03363,20367.76738,30288.35396,28389.37768,16636.9035,0,15947.03364,0,19586.05197,0,10983.54772,25460.89091,10597.88117,26151.49888,21381.75678,60326.94272,27673.68243,0,0,0,15216.84471,13657.37644,23101.15341,19951.74483,31933.30736,14049.08951,39436.06848,15100.77499,24181.41754,16665.40431,0,4161.101497,15782.31649,17443.60997,12885.08736,30107.4225,0,49124.06881,9497.601425,30337.35378,13334.47013
6,29442.2731,10623.64484,10447.82874,12488.86346,10193.8564,9608.631421,10648.81041,14285.79276,6732.989663,6625.881637,9032.243873,8084.054792,8570.359486,10397.9338,11194.2481,0,0,0,0,0,0,22763.27658,0,0,0,0,58438.94705,77611.92415,35482.41602,36414.99402,37778.33655,19587.82851,39246.79757,14877.22916,32375.29839,27789.28939,16041.6173,17809.36099,38684.08003,23069.47711,42041.78759,27072.34716,25335.05761,12682.32833,11261.34204,13203.06853,10695.99172,19877.805,13905.39334,19424.21375,16450.43296,19371.3706,9592.660105,46060.75611,0,26206.99564,25198.33008,24416.41448,0,25909.41153,0,32421.52325,9903.826406,0,68689.06612,3865.240567,39537.90264,47680.96464,11074.12605,20139.82587,9233.422547,28429.07708,10347.83541,33233.42754,0,0,14676.64597,49036.63746,0,57595.92749,18666.93799,0,15663.0134,0,14226.03363,20367.76738,30288.35396,28389.37768,16636.9035,0,15947.03364,0,19586.05197,0,10983.54772,25460.89091,10597.88117,26151.49888,21381.75678,60326.94272,27673.68243,0,0,0,15216.84471,13657.37644,23101.15341,19951.74483,31933.30736,14049.08951,39436.06848,15100.77499,24181.41754,16665.40431,0,4161.101497,15782.31649,17443.60997,12885.08736,30107.4225,0,49124.06881,9497.601425,30337.35378,13334.47013
7,29442.2731,10623.64484,10447.82874,12488.86346,10193.8564,9608.631421,10648.81041,14285.79276,6732.989663,6625.881637,9032.243873,8084.054792,8570.359486,10397.9338,11194.2481,0,0,0,0,0,0,22763.27658,0,0,0,0,58438.94705,77611.92415,35482.41602,36414.99402,37778.33655,19587.82851,39246.79757,14877.22916,32375.29839,27789.28939,16041.6173,17809.36099,38684.08003,23069.47711,42041.78759,27072.34716,25335.05761,12682.32833,11261.34204,13203.06853,10695.99172,19877.805,13905.39334,19424.21375,16450.43296,19371.3706,9592.660105,46060.75611,0,26206.99564,25198.33008,24416.41448,0,25909.41153,0,32421.52325,9903.826406,0,68689.06612,3865.240567,39537.90264,47680.96464,11074.12605,20139.82587,9233.422547,28429.07708,10347.83541,33233.42754,0,0,14676.64597,49036.63746,0,57595.92749,18666.93799,0,15663.0134,0,14226.03363,20367.76738,30288.35396,28389.37768,16636.9035,0,15947.03364,0,19586.05197,0,10983.54772,25460.89091,10597.88117,26151.49888,21381.75678,60326.94272,27673.68243,0,0,0,15216.84471,13657.37644,23101.15341,19951.74483,31933.30736,14049.08951,39436.06848,15100.77499,24181.41754,16665.40431,0,4161.101497,15782.31649,17443.60997,12885.08736,30107.4225,0,49124.06881,9497.601425,30337.35378,13334.47013
8,29442.2731,10623.64484,10447.82874,12488.86346,10193.8564,9608.631421,10648.81041,14285.79276,6732.989663,6625.881637,9032.243873,8084.054792,8570.359486,10397.9338,11194.2481,0,0,0,0,0,0,22763.27658,0,0,0,0,58438.94705,77611.92415,35482.41602,36414.99402,37778.33655,19587.82851,39246.79757,14877.22916,32375.29839,27789.28939,16041.6173,17809.36099,38684.08003,23069.47711,42041.78759,27072.34716,25335.05761,12682.32833,11261.34204,13203.06853,10695.99172,19877.805,13905.39334,19424.21375,16450.43296,19371.3706,9592.660105,46060.75611,0,26206.99564,25198.33008,24416.41448,0,25909.41153,0,32421.52325,9903.826406,0,68689.06612,3865.240567,39537.90264,47680.96464,11074.12605,20139.82587,9233.422547,28429.07708,10347.83541,33233.42754,0,0,14676.64597,49036.63746,0,57595.92749,18666.93799,0,15663.0134,0,14226.03363,20367.76738,30288.35396,28389.37768,16636.9035,0,15947.03364,0,19586.05197,0,10983.54772,25460.89091,10597.88117,26151.49888,21381.75678,60326.94272,27673.68243,0,0,0,15216.84471,13657.37644,23101.15341,19951.74483,31933.30736,14049.08951,39436.06848,15100.77499,24181.41754,16665.40431,0,4161.101497,15782.31649,17443.60997,12885.08736,30107.4225,0,49124.06881,9497.601425,30337.35378,13334.47013
9,29442.2731,10623.64484,10447.82874,12488.86346,10193.8564,9608.631421,10648.81041,14285.79276,6732.989663,6625.881637,9032.243873,8084.054792,8570.359486,10397.9338,11194.2481,0,0,0,0,0,0,22763.27658,0,0,0,0,58438.94705,77611.92415,35482.41602,36414.99402,37778.33655,19587.82851,39246.79757,14877.22916,32375.29839,27789.28939,16041.6173,17809.36099,38684.08003,23069.47711,42041.78759,27072.34716,25335.05761,12682.32833,11261.34204,13203.06853,10695.99172,19877.805,13905.39334,19424.21375,16450.43296,19371.3706,9592.660105,46060.75611,0,26206.99564,25198.33008,24416.41448,0,25909.41153,0,32421.52325,9903.826406,0,68689.06612,3865.240567,39537.90264,47680.96464,11074.12605,20139.82587,9233.422547,28429.07708,10347.83541,33233.42754,0,0,14676.64597,49036.63746,0,57595.92749,18666.93799,0,15663.0134,0,14226.03363,20367.76738,30288.35396,28389.37768,16636.9035,0,15947.03364,0,19586.05197,0,10983.54772,25460.89091,10597.88117,26151.49888,21381.75678,60326.94272,27673.68243,0,0,0,15216.84471,13657.37644,23101.15341,19951.74483,31933.30736,14049.08951,39436.06848,15100.77499,24181.41754,16665.40431,0,4161.101497,15782.31649,17443.60997,12885.08736,30107.4225,0,49124.06881,9497.601425,30337.35378,13334.47013
10,29442.2731,10623.64484,10447.82874,12488.86346,10193.8564,9608.631421,10648.81041,14285.79276,6732.989663,6625.881637,9032.243873,8084.054792,8570.359486,10397.9338,11194.2481,0,0,0,0,0,0,22763.27658,0,0,0,0,58438.94705,77611.92415,35482.41602,36414.99402,37778.33655,19587.82851,39246.79757,14877.22916,32375.29839,27789.28939,16041.6173,17809.36099,38684.08003,23069.47711,42041.78759,27072.34716,25335.05761,12682.32833,11261.34204,13203.06853,10695.99172,19877.805,13905.39334,19424.21375,16450.43296,19371.3706,9592.660105,46060.75611,0,26206.99564,25198.33008,24416.41448,0,25909.41153,0,32421.52325,9903.826406,0,68689.06612,3865.240567,39537.90264,47680.96464,11074.12605,20139.82587,9233.422547,28429.07708,10347.83541,33233.42754,0,0,14676.64597,49036.63746,0,57595.92749,18666.93799,0,15663.0134,0,14226.03363,20367.76738,30288.35396,28389.37768,16636.9035,0,15947.03364,0,19586.05197,0,10983.54772,25460.89091,10597.88117,26151.49888,21381.75678,60326.94272,27673.68243,0,0,0,15216.84471,13657.37644,23101.15341,19951.74483,31933.30736,14049.08951,39436.06848,15100.77499,24181.41754,16665.40431,0,4161.101497,15782.31649,17443.60997,12885.08736,30107.4225,0,49124.06881,9497.601425,30337.35378,13334.47013
