,10,100,102,108,113,118,128,131,134,135,136,138,139,143,146,149,150,151,152,154,155,16,162,172,176,177,28,29,36,38,39,41,42,43,45,54,56,57,59,61,63,70,71,77,79,83,87,88,93,97,99,ADLL,ADLR,AFDL,AFDR,AINL,AIYL,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASJL,ASKL,AUAL,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVHL,AWAL,AWBL,AWCL,AWCR,BAGL,BAGR,CEPDL,FLPL,GLRL,GLRVL,I2R,I5,IL1DL,IL1DR,IL1R,IL1VR,M3L,M3R,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,RIAL,RIAR,RIBL,RIBR,RICL,RICR,RID,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMHL,RMHR,SAAVL,SIBDL,SMBDL,SMDDL,SMDDR,SMDVL,SMDVR,URYDL,URYDR,URYVL,URYVR
1,4788.872304,4935.352083,4498.052721,5484.711262,4764.483423,4798.224016,4867.272031,2761.646615,3170.92983,2090.422647,4339.031507,2332.696669,3731.519943,4174.354263,4182.081591,0,0,0,0,0,0,10037.89159,0,0,0,0,14595.0612,17309.6686,10439.03911,5047.540575,5104.286892,3916.26689,5138.004593,1152.271377,5174.744125,5589.397945,5023.371596,4978.24103,4925.706088,4971.09476,5168.199027,4837.143683,5122.727927,6101.840656,4846.455263,4489.065556,4853.002788,4980.843748,4681.534552,4188.566723,4366.355289,7390.774017,5697.801425,9497.764769,0,4862.439158,4457.88995,9278.558751,0,8846.842545,0,12327.78446,5506.739753,0,4173.823252,3959.635666,12190.01441,5084.274708,4056.651461,4476.918302,3734.636516,5035.74939,4768.848712,3334.1337,0,0,4925.243723,10939.05236,0,13825.05503,6987.644312,0,6359.383711,0,4872.35615,7201.20958,11239.87853,6841.545387,5586.440972,0,6173.251115,0,8486.754978,0,5436.865191,7095.590779,4109.345216,7383.005164,7225.101065,14673.91283,8709.048445,0,0,0,6251.698752,4774.147629,4223.292449,3841.091647,6984.574781,4715.088888,5259.209891,4974.780299,3287.99501,5038.730912,0,1462.696093,4019.425325,2871.435643,3542.685525,3525.200742,0,9531.285417,4267.389511,10825.10217,6464.373928
2,4788.872304,4935.352083,4498.052721,5484.711262,4764.483423,4798.224016,4867.272031,2761.646615,3170.92983,2090.422647,4339.031507,2332.696669,3731.519943,4174.354263,4182.081591,0,0,0,0,0,0,10037.89159,0,0,0,0,14595.0612,17309.6686,10439.03911,5047.540575,5104.286892,3916.26689,5138.004593,1152.271377,5174.744125,5589.397945,5023.371596,4978.24103,4925.706088,4971.09476,5168.199027,4837.143683,5122.727927,6101.840656,4846.455263,4489.065556,4853.002788,4980.843748,4681.534552,4188.566723,4366.355289,7390.774017,5697.801425,9497.764769,0,4862.439158,4457.88995,9278.558751,0,8846.842545,0,12327.78446,5506.739753,0,4173.823252,3959.635666,12190.01441,5084.274708,4056.651461,4476.918302,3734.636516,5035.74939,4768.848712,3334.1337,0,0,4925.243723,10939.05236,0,13825.05503,6987.644312,0,6359.383711,0,4872.35615,7201.20958,11239.87853,6841.545387,5586.440972,0,6173.251115,0,8486.754978,0,5436.865191,7095.590779,4109.345216,7383.005164,7225.101065,14673.91283,8709.048445,0,0,0,6251.698752,4774.147629,4223.292449,3841.091647,6984.574781,4715.088888,5259.209891,4974.780299,3287.99501,5038.730912,0,1462.696093,4019.425325,2871.435643,3542.685525,3525.200742,0,9531.285417,4267.389511,10825.10217,6464.373928
3,4788.872304,4935.352083,4498.052721,5484.711262,4764.483423,4798.224016,4867.272031,2761.646615,3170.92983,2090.422647,4339.031507,2332.696669,3731.519943,4174.354263,4182.081591,0,0,0,0,0,0,10037.89159,0,0,0,0,14595.0612,17309.6686,10439.03911,5047.540575,5104.286892,3916.26689,5138.004593,1152.271377,5174.744125,5589.397945,5023.371596,4978.24103,4925.706088,4971.09476,5168.199027,4837.143683,5122.727927,6101.840656,4846.455263,4489.065556,4853.002788,4980.843748,4681.534552,4188.566723,4366.355289,7390.774017,5697.801425,9497.764769,0,4862.439158,4457.88995,9278.558751,0,8846.842545,0,12327.78446,5506.739753,0,4173.823252,3959.635666,12190.01441,5084.274708,4056.651461,4476.918302,3734.636516,5035.74939,4768.848712,3334.1337,0,0,4925.243723,10939.05236,0,13825.05503,6987.644312,0,6359.383711,0,4872.35615,7201.20958,11239.87853,6841.545387,5586.440972,0,6173.251115,0,8486.754978,0,5436.865191,7095.590779,4109.345216,7383.005164,7225.101065,14673.91283,8709.048445,0,0,0,6251.698752,4774.147629,4223.292449,3841.091647,6984.574781,4715.088888,5259.209891,4974.780299,3287.99501,5038.730912,0,1462.696093,4019.425325,2871.435643,3542.685525,3525.200742,0,9531.285417,4267.389511,10825.10217,6464.373928
4,4788.872304,4935.352083,4498.052721,5484.711262,4764.483423,4798.224016,4867.272031,2761.646615,3170.92983,2090.422647,4339.031507,2332.696669,3731.519943,4174.354263,4182.081591,0,0,0,0,0,0,10037.89159,0,0,0,0,14595.0612,17309.6686,10439.03911,5047.540575,5104.286892,3916.26689,5138.004593,1152.271377,5174.744125,5589.397945,5023.371596,4978.24103,4925.706088,4971.09476,5168.199027,4837.143683,5122.727927,6101.840656,4846.455263,4489.065556,4853.002788,4980.843748,4681.534552,4188.566723,4366.355289,7390.774017,5697.801425,9497.764769,0,4862.439158,4457.88995,9278.558751,0,8846.842545,0,12327.78446,5506.739753,0,4173.823252,3959.635666,12190.01441,5084.274708,4056.651461,4476.918302,3734.636516,5035.74939,4768.848712,3334.1337,0,0,4925.243723,10939.05236,0,13825.05503,6987.644312,0,6359.383711,0,4872.35615,7201.20958,11239.87853,6841.545387,5586.440972,0,6173.251115,0,8486.754978,0,5436.865191,7095.590779,4109.345216,7383.005164,7225.101065,14673.91283,8709.048445,0,0,0,6251.698752,4774.147629,4223.292449,3841.091647,6984.574781,4715.088888,5259.209891,4974.780299,3287.99501,5038.730912,0,1462.696093,4019.425325,2871.435643,3542.685525,3525.200742,0,9531.285417,4267.389511,10825.10217,6464.373928
5,4788.872304,4935.352083,4498.052721,5484.711262,4764.483423,4798.224016,4867.272031,2761.646615,3170.92983,2090.422647,4339.031507,2332.696669,3731.519943,4174.354263,4182.081591,0,0,0,0,0,0,10037.89159,0,0,0,0,14595.0612,17309.6686,10439.03911,5047.540575,5104.286892,3916.26689,5138.004593,1152.271377,5174.744125,5589.397945,5023.371596,4978.24103,4925.706088,4971.09476,5168.199027,4837.143683,5122.727927,6101.840656,4846.455263,4489.065556,4853.002788,4980.843748,4681.534552,4188.566723,4366.355289,7390.774017,5697.801425,9497.764769,0,4862.439158,4457.88995,9278.558751,0,8846.842545,0,12327.78446,5506.739753,0,4173.823252,3959.635666,12190.01441,5084.274708,4056.651461,4476.918302,3734.636516,5035.74939,4768.848712,3334.1337,0,0,4925.243723,10939.05236,0,13825.05503,6987.644312,0,6359.383711,0,4872.35615,7201.20958,11239.87853,6841.545387,5586.440972,0,6173.251115,0,8486.754978,0,5436.865191,7095.590779,4109.345216,7383.005164,7225.101065,14673.91283,8709.048445,0,0,0,6251.698752,4774.147629,4223.292449,3841.091647,6984.574781,4715.088888,5259.209891,4974.780299,3287.99501,5038.730912,0,1462.696093,4019.425325,2871.435643,3542.685525,3525.200742,0,9531.285417,4267.389511,10825.10217,6464.373928
6,4788.872304,4935.352083,4498.052721,5484.711262,4764.483423,4798.224016,4867.272031,2761.646615,3170.92983,2090.422647,4339.031507,2332.696669,3731.519943,4174.354263,4182.081591,0,0,0,0,0,0,10037.89159,0,0,0,0,14595.0612,17309.6686,10439.03911,5047.540575,5104.286892,3916.26689,5138.004593,1152.271377,5174.744125,5589.397945,5023.371596,4978.24103,4925.706088,4971.09476,5168.199027,4837.143683,5122.727927,6101.840656,4846.455263,4489.065556,4853.002788,4980.843748,4681.534552,4188.566723,4366.355289,7390.774017,5697.801425,9497.764769,0,4862.439158,4457.88995,9278.558751,0,8846.842545,0,12327.78446,5506.739753,0,4173.823252,3959.635666,12190.01441,5084.274708,4056.651461,4476.918302,3734.636516,5035.74939,4768.848712,3334.1337,0,0,4925.243723,10939.05236,0,13825.05503,6987.644312,0,6359.383711,0,4872.35615,7201.20958,11239.87853,6841.545387,5586.440972,0,6173.251115,0,8486.754978,0,5436.865191,7095.590779,4109.345216,7383.005164,7225.101065,14673.91283,8709.048445,0,0,0,6251.698752,4774.147629,4223.292449,3841.091647,6984.574781,4715.088888,5259.209891,4974.780299,3287.99501,5038.730912,0,1462.696093,4019.425325,2871.435643,3542.685525,3525.200742,0,9531.285417,4267.389511,10825.10217,6464.373928
7,4788.872304,4935.352083,4498.052721,5484.711262,4764.483423,4798.224016,4867.272031,2761.646615,3170.92983,2090.422647,4339.031507,2332.696669,3731.519943,4174.354263,4182.081591,0,0,0,0,0,0,10037.89159,0,0,0,0,14595.0612,17309.6686,10439.03911,5047.540575,5104.286892,3916.26689,5138.004593,1152.271377,5174.744125,5589.397945,5023.371596,4978.24103,4925.706088,4971.09476,5168.199027,4837.143683,5122.727927,6101.840656,4846.455263,4489.065556,4853.002788,4980.843748,4681.534552,4188.566723,4366.355289,7390.774017,5697.801425,9497.764769,0,4862.439158,4457.88995,9278.558751,0,8846.842545,0,12327.78446,5506.739753,0,4173.823252,3959.635666,12190.01441,5084.274708,4056.651461,4476.918302,3734.636516,5035.74939,4768.848712,3334.1337,0,0,4925.243723,10939.05236,0,13825.05503,6987.644312,0,6359.383711,0,4872.35615,7201.20958,11239.87853,6841.545387,5586.440972,0,6173.251115,0,8486.754978,0,5436.865191,7095.590779,4109.345216,7383.005164,7225.101065,14673.91283,8709.048445,0,0,0,6251.698752,4774.147629,4223.292449,3841.091647,6984.574781,4715.088888,5259.209891,4974.780299,3287.99501,5038.730912,0,1462.696093,4019.425325,2871.435643,3542.685525,3525.200742,0,9531.285417,4267.389511,10825.10217,6464.373928
8,4788.872304,4935.352083,4498.052721,5484.711262,4764.483423,4798.224016,4867.272031,2761.646615,3170.92983,2090.422647,4339.031507,2332.696669,3731.519943,4174.354263,4182.081591,0,0,0,0,0,0,10037.89159,0,0,0,0,14595.0612,17309.6686,10439.03911,5047.540575,5104.286892,3916.26689,5138.004593,1152.271377,5174.744125,5589.397945,5023.371596,4978.24103,4925.706088,4971.09476,5168.199027,4837.143683,5122.727927,6101.840656,4846.455263,4489.065556,4853.002788,4980.843748,4681.534552,4188.566723,4366.355289,7390.774017,5697.801425,9497.764769,0,4862.439158,4457.88995,9278.558751,0,8846.842545,0,12327.78446,5506.739753,0,4173.823252,3959.635666,12190.01441,5084.274708,4056.651461,4476.918302,3734.636516,5035.74939,4768.848712,3334.1337,0,0,4925.243723,10939.05236,0,13825.05503,6987.644312,0,6359.383711,0,4872.35615,7201.20958,11239.87853,6841.545387,5586.440972,0,6173.251115,0,8486.754978,0,5436.865191,7095.590779,4109.345216,7383.005164,7225.101065,14673.91283,8709.048445,0,0,0,6251.698752,4774.147629,4223.292449,3841.091647,6984.574781,4715.088888,5259.209891,4974.780299,3287.99501,5038.730912,0,1462.696093,4019.425325,2871.435643,3542.685525,3525.200742,0,9531.285417,4267.389511,10825.10217,6464.373928
9,4788.872304,4935.352083,4498.052721,5484.711262,4764.483423,4798.224016,4867.272031,2761.646615,3170.92983,2090.422647,4339.031507,2332.696669,3731.519943,4174.354263,4182.081591,0,0,0,0,0,0,10037.89159,0,0,0,0,14595.0612,17309.6686,10439.03911,5047.540575,5104.286892,3916.26689,5138.004593,1152.271377,5174.744125,5589.397945,5023.371596,4978.24103,4925.706088,4971.09476,5168.199027,4837.143683,5122.727927,6101.840656,4846.455263,4489.065556,4853.002788,4980.843748,4681.534552,4188.566723,4366.355289,7390.774017,5697.801425,9497.764769,0,4862.439158,4457.88995,9278.558751,0,8846.842545,0,12327.78446,5506.739753,0,4173.823252,3959.635666,12190.01441,5084.274708,4056.651461,4476.918302,3734.636516,5035.74939,4768.848712,3334.1337,0,0,4925.243723,10939.05236,0,13825.05503,6987.644312,0,6359.383711,0,4872.35615,7201.20958,11239.87853,6841.545387,5586.440972,0,6173.251115,0,8486.754978,0,5436.865191,7095.590779,4109.345216,7383.005164,7225.101065,14673.91283,8709.048445,0,0,0,6251.698752,4774.147629,4223.292449,3841.091647,6984.574781,4715.088888,5259.209891,4974.780299,3287.99501,5038.730912,0,1462.696093,4019.425325,2871.435643,3542.685525,3525.200742,0,9531.285417,4267.389511,10825.10217,6464.373928
10,4788.872304,4935.352083,4498.052721,5484.711262,4764.483423,4798.224016,4867.272031,2761.646615,3170.92983,2090.422647,4339.031507,2332.696669,3731.519943,4174.354263,4182.081591,0,0,0,0,0,0,10037.89159,0,0,0,0,14595.0612,17309.6686,10439.03911,5047.540575,5104.286892,3916.26689,5138.004593,1152.271377,5174.744125,5589.397945,5023.371596,4978.24103,4925.706088,4971.09476,5168.199027,4837.143683,5122.727927,6101.840656,4846.455263,4489.065556,4853.002788,4980.843748,4681.534552,4188.566723,4366.355289,7390.774017,5697.801425,9497.764769,0,4862.439158,4457.88995,9278.558751,0,8846.842545,0,12327.78446,5506.739753,0,4173.823252,3959.635666,12190.01441,5084.274708,4056.651461,4476.918302,3734.636516,5035.74939,4768.848712,3334.1337,0,0,4925.243723,10939.05236,0,13825.05503,6987.644312,0,6359.383711,0,4872.35615,7201.20958,11239.87853,6841.545387,5586.440972,0,6173.251115,0,8486.754978,0,5436.865191,7095.590779,4109.345216,7383.005164,7225.101065,14673.91283,8709.048445,0,0,0,6251.698752,4774.147629,4223.292449,3841.091647,6984.574781,4715.088888,5259.209891,4974.780299,3287.99501,5038.730912,0,1462.696093,4019.425325,2871.435643,3542.685525,3525.200742,0,9531.285417,4267.389511,10825.10217,6464.373928
